GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,UnitSerializer,128,0,0,0,24,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp.Companion.TimeStampSerializer,25,0,0,0,5,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,UnitOperationException,18,0,0,0,1,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp,500,0,22,0,58,0,81,0,70,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function1() {...},14,0,0,0,2,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer.new Function2() {...},8,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,DataRate.Companion,189,0,0,0,19,0,19,0,19,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Percentage.Companion.PercentageSerializer.new Function1() {...},17,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Percentage.Companion.PercentageSerializer.new Function2() {...},8,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Percentage.Companion.PercentageSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},18,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Percentage,423,0,20,0,45,0,70,0,60,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp.Companion.TimeStampSerializer.new Function1() {...},22,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp.Companion.TimeStampSerializer.new Function1() {...},12,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp.Companion.TimeStampSerializer.new Function2() {...},8,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Timestamp.Companion.TimeStampSerializer.new Function1() {...},14,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Unit.Companion,558,0,14,0,82,0,26,0,19,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,DataRate.Companion.DataRateSerializer,369,0,0,0,17,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,UnitSerializer.new KSerializer() {...},76,0,2,0,12,0,5,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion,163,0,10,0,24,0,19,0,14,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Frequency.Companion.FrequencySerializer,100,0,0,0,7,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,DataSize.Companion,236,0,0,0,23,0,23,0,23,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power,447,0,22,0,50,0,73,0,62,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Energy.Companion.EnergySerializer,113,0,0,0,7,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,OnlyString,24,0,0,0,2,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power.Companion,32,0,0,0,7,0,7,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,UnitSerializer.Companion.ifMatches.new Function1() {...},18,0,2,0,1,0,2,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,UnitSerializer.Companion.ifMatches.new Function1() {...},24,0,2,0,1,0,2,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,DataSize,641,0,38,0,69,0,98,0,79,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer,156,0,0,0,11,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power.Companion.PowerSerializer.new Function1() {...},15,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power.Companion.PowerSerializer.new Function2() {...},8,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power.Companion.PowerSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Power.Companion.PowerSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,Energy.Companion,61,0,0,0,9,0,9,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},15,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function2() {...},8,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.common.units,TimeDelta.Companion.TimeDeltaSerializer.new Function1() {...},12,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationCoroutineScopeKt.SimulationCoroutineScope.new SimulationCoroutineScope() {...},15,0,0,0,2,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationBuildersKt.runSimulation.deferred.new Function2() {...},12,0,0,0,2,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationBuildersKt.activeJobs.new Function1() {...},7,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationController,4,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationBuildersKt,212,0,18,0,26,0,16,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationCoroutineScopeKt,63,0,2,0,11,0,3,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.kotlin,SimulationBuildersKt.asController.new SimulationController() {...},29,0,0,0,9,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.power,CarbonModel,213,0,14,0,47,0,18,0,11,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.power,SimPsu,170,0,10,0,51,0,23,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.power,SimPowerSource,185,0,10,0,58,0,27,0,22,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.power,CarbonFragment,33,0,0,0,14,0,7,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload,VirtualMachine,374,0,26,0,106,0,38,0,25,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload,ChainWorkload,39,0,2,0,7,0,5,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload,CheckpointModel,83,0,4,0,23,0,7,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload,SimWorkload,4,0,0,0,2,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.convertTopology.machines.new Function1() {...},31,0,4,0,3,0,3,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.JobAction.compute.new Function0() {...},6,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,JobManager.Companion,9,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.logger.new Function0() {...},1,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.SimulationTask,68,0,0,0,15,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.RunnerThreadFactory.newThread.new ForkJoinWorkerThread() {...},10,0,0,0,4,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner,331,0,8,0,64,0,8,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.SimulationTask.runSimulation.1.1.new Function1() {...},18,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.SimulationTask.runSimulation.1.1.new Function0() {...},14,0,0,0,5,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.JobAction,516,0,4,0,55,0,6,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.RunnerThreadFactory,19,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.SimulationTask.runSimulation.new Function2() {...},225,0,8,0,27,0,5,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.JobAction.compute.new Function0() {...},12,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.JobAction.compute.new Function0() {...},4,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.JobAction.compute.new Function0() {...},2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.run.new Function0() {...},2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner,OpenDCRunner.run.new Function0() {...},4,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,WebComputeMonitor.HostMetrics,27,0,0,0,5,0,5,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,WebComputeMonitor,344,0,10,0,37,0,10,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,JobManagerImpl,99,0,4,0,13,0,8,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,WebComputeMonitor.record.new Function2() {...},50,0,8,0,5,0,5,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,WebComputeMonitor.AggregateHostMetrics,90,0,0,0,9,0,9,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.internal,WebComputeMonitor.Results,93,0,0,0,16,0,16,0,16,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,ComputeWorkloadLoader.logger.new Function0() {...},1,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,WorkloadLoader,206,0,20,0,28,0,14,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,Task,86,0,0,0,12,0,14,0,14,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,ComputeWorkloadLoader.parseMeta..inlined.sortBy.new Comparator() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,WorkloadLoader.sampleByLoad..inlined.sortedBy.new Comparator() {...},15,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,WorkloadLoader.logger.new Function0() {...},1,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,WorkloadLoader.sampleByLoad.new Function0() {...},10,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,ComputeWorkloadLoader.parseFragments.builder.new Function1() {...},21,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,ComputeWorkloadLoader.Builder,48,0,0,0,11,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.workload,ComputeWorkloadLoader,384,0,12,0,85,0,13,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.util.runner,QuarkusJobManager,69,0,4,0,20,0,9,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Machine,95,0,0,0,11,0,9,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,JobState,0,37,0,0,0,5,0,1,0,1
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Rack,42,0,0,0,6,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,ProtocolError,0,18,0,0,0,1,0,3,0,3
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Trace,0,30,0,0,0,4,0,4,0,4
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,RoomTile,54,0,0,0,7,0,7,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,OperationalPhenomena,0,15,0,0,0,3,0,3,0,3
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Workload.Spec,0,18,0,0,0,4,0,3,0,3
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Workload,0,18,0,0,0,1,0,3,0,3
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,ProcessingUnit,39,0,0,0,6,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Room,48,0,0,0,6,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,Targets,10,18,0,0,1,4,1,3,1,3
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto,MemoryUnit,39,0,0,0,6,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.client.auth,OpenIdAuthController,251,0,8,0,51,0,13,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.client.auth,OpenIdAuthController.requestToken..inlined.readValue.new TypeReference() {...},3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.client.auth,OpenIdAuthController.requestConfig..inlined.readValue.new TypeReference() {...},3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.client.auth,OpenIdAuthController.refreshToken..inlined.readValue.new TypeReference() {...},3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.gwf,GwfTraceFormat,187,0,4,0,23,0,9,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.gwf,GwfTaskTableReader,481,0,64,0,108,0,60,0,22,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,ComputeMonitorProvisioningStep,149,0,2,0,28,0,4,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,HostsProvisioningStep,336,0,18,0,68,0,13,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,Provisioner,104,0,10,0,21,0,11,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,ComputeSteps,163,0,0,0,18,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,ComputeServiceProvisioningStep,58,0,0,0,12,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,Provisioner.context.new ProvisioningContext() {...},31,0,0,0,5,0,5,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.provisioner,ProvisioningStep.Provider,12,0,0,0,1,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.client.transport,HttpTransportClient,433,0,56,0,76,0,35,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.swf,SwfTraceFormat,231,0,4,0,23,0,9,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.swf,SwfTaskTableReader.State,25,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.swf,SwfTaskTableReader,517,0,83,0,90,0,63,0,17,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.checkpoints,CheckpointModel,30,0,0,0,4,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.victimselector,StochasticVictimSelector,104,0,6,0,21,0,10,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.runtime,OpenDCRunnerRuntimeConfig,3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.runner.runtime,OpenDCRunnerRecorder,86,0,6,0,17,0,7,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetWriter.Companion,16,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,ParquetDataWriter.writerThread.new Function0() {...},98,0,6,0,26,0,4,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalInputFile.newStream.new SeekableInputStream() {...},110,0,10,0,26,0,15,0,10,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetWriter,3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,ParquetDataWriter,90,0,2,0,19,0,6,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalOutputFile,83,0,0,0,9,0,7,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetWriter.Builder,21,0,0,0,5,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalInputFile,47,0,0,0,7,0,5,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalOutputFile.NioPositionOutputStream,70,0,0,0,16,0,8,0,8,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,ParquetDataWriter.writerThread.1.new Function0() {...},2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetReader.filesIterator.new Function1() {...},7,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetReader.filesIterator.new Function1() {...},16,0,2,0,1,0,2,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,ParquetDataWriter.logger.new Function0() {...},1,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetReader,181,0,14,0,37,0,16,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.util.parquet,LocalParquetReader.createReader.new ParquetReader.Builder() {...},11,0,0,0,2,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.service,ServiceTableReaderImpl,197,0,0,0,47,0,16,0,16,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.service,ServiceDataKt,23,0,0,0,9,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.service,ServiceData,54,0,0,0,9,0,9,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityReadSupport.Companion,2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityRecordMaterializer.root.new GroupConverter() {...},70,0,4,0,13,0,6,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityRecordMaterializer,31,0,0,0,8,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityReadSupport,155,0,6,0,26,0,7,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityFragment,18,0,0,0,3,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.carbon.parquet,CarbonIntensityRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},15,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Pl05Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,G5k06Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Microsoft99Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,FailurePrefab,223,0,0,0,36,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Skype06Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,FailureModels,244,0,37,0,38,0,37,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Lanl05Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Nd07cpuKt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Websites02Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Overnet03Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.failure.prefab,Ldns04Kt,190,0,0,0,36,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.task,TaskTableReaderKt,3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.task,TaskTableReaderImpl,481,0,32,0,98,0,42,0,26,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.telemetry.table.task,TaskInfo,51,0,0,0,7,0,7,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.rest,TraceResource,0,35,0,2,0,8,0,5,0,4
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.rest,BaseProtocol,0,19,0,0,0,2,0,2,0,2
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.rest,SchedulerResource,0,14,0,0,0,2,0,2,0,2
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto.runner,Job.Update,11,24,0,0,0,2,1,4,1,4
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto.runner,Topology,0,51,0,0,0,8,0,7,0,7
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto.runner,Scenario,0,69,0,0,0,10,0,9,0,9
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto.runner,Portfolio,0,33,0,0,0,6,0,5,0,5
SchedulerResourceTest (QuarkusTest),org.opendc.web.proto.runner,Job,15,57,0,0,1,9,1,8,1,8
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmInterferenceJsonTableReader,372,0,50,0,74,0,48,0,21,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmInterferenceJsonTableWriter,276,0,18,0,55,0,28,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmResourceTableReader,392,0,60,0,64,0,48,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmTraceFormat,518,0,16,0,68,0,18,0,7,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmResourceStateTableReader,307,0,38,0,51,0,37,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmResourceTableWriter,407,0,44,0,84,0,40,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc,OdcVmResourceStateTableWriter,373,0,38,0,66,0,37,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.engine.engine,FlowEventQueue,331,0,36,0,86,0,29,0,11,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.engine.engine,FlowCycleQueue,162,0,18,0,36,0,14,0,5,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.engine.engine,InvocationStack,92,0,10,0,24,0,9,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.engine.engine,FlowEngine,155,0,16,0,49,0,18,0,10,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,TaskNature,6,0,0,0,3,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ComputeService.new HostListener() {...},178,0,26,0,34,0,16,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ComputeService.Builder,38,0,0,0,11,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,HostView,43,0,0,0,13,0,8,0,8,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ServiceFlavor,97,0,10,0,22,0,16,0,11,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ServiceImage,88,0,10,0,19,0,14,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ServiceTask,355,0,37,0,94,0,48,0,27,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ComputeService,631,0,34,0,160,0,49,0,32,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.service,ComputeService.ComputeClient,194,0,2,0,45,0,15,0,14,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.internal,Guest.Companion.LOGGER.new Function0() {...},1,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.internal,Guest.start.new Function0() {...},6,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.internal,Guest.start.new Function0() {...},2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.internal,Guest,400,0,40,0,90,0,42,0,21,0
