GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
SchedulerResourceTest (QuarkusTest),org.opendc.trace.conv,ResourceColumns,21,0,0,0,10,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.conv,ResourceStateColumns,25,0,0,0,12,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceState,42,0,0,0,6,0,6,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.new GroupConverter() {...},124,0,11,0,23,0,13,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},12,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},4,0,0,0,2,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},18,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},12,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,Resource,78,0,0,0,10,0,10,0,10,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer,46,0,0,0,7,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateReadSupport.Companion,6,0,0,0,3,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateRecordMaterializer.root.new GroupConverter() {...},99,0,9,0,18,0,11,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceReadSupport.Companion,6,0,0,0,3,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceReadSupport,336,0,8,0,73,0,8,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateWriteSupport,168,0,2,0,40,0,7,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateReadSupport,275,0,8,0,57,0,8,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceWriteSupport.Companion,2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},17,0,0,0,5,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},15,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},18,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},12,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer.root.1.converters.1.new PrimitiveConverter() {...},11,0,0,0,3,0,2,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceRecordMaterializer,49,0,0,0,16,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceWriteSupport,246,0,6,0,59,0,9,0,6,0
SchedulerResourceTest (QuarkusTest),org.opendc.trace.formats.opendc.parquet,ResourceStateWriteSupport.Companion,2,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.machine,PerformanceCounters,94,0,0,0,35,0,18,0,18,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.machine,SimMachine,139,0,0,0,36,0,15,0,15,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,ComputeFilter,22,0,2,0,4,0,4,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,RamFilter,56,0,4,0,11,0,4,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,VCpuCapacityFilter,50,0,6,0,7,0,5,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,InstanceCountFilter,25,0,2,0,3,0,4,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,DifferentHostFilter,39,0,4,0,3,0,4,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,SameHostFilter,39,0,4,0,3,0,4,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.compute.simulator.scheduler.filters,VCpuFilter,47,0,4,0,8,0,4,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.rest.runner,RunnerProtocol,0,74,0,0,0,11,0,4,0,4
SchedulerResourceTest (QuarkusTest),org.opendc.web.server.rest.runner,JobResource,14,57,0,4,4,16,0,6,0,4
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload.trace.scaling,NoDelayScaling,12,0,0,0,4,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.workload.trace.scaling,PerfectScaling,18,0,0,0,4,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels,56,0,0,0,9,0,9,0,9,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CPUPowerModel,37,0,0,0,5,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.MaxIdlePowerModel,24,0,0,0,6,0,3,0,3,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModel,3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.SquarePowerModel,32,0,0,0,7,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.ConstantPowerModel,15,0,0,0,6,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.MsePowerModel,42,0,0,0,7,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.InterpolationPowerModel,74,0,2,0,15,0,5,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.CubicPowerModel,32,0,0,0,7,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CPUPowerModelsFactoryKt,98,0,12,0,14,0,12,0,2,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,SimCpu,278,0,4,0,79,0,24,0,22,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.AsymptoticPowerModel,81,0,2,0,12,0,5,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.SqrtPowerModel,31,0,0,0,7,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.ZeroIdlePowerDecorator,24,0,2,0,8,0,5,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.simulator.compute.cpu,CpuPowerModels.LinearPowerModel,30,0,0,0,7,0,4,0,4,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.ui.runtime,OpenDCUiRuntimeConfig,3,0,0,0,1,0,1,0,1,0
SchedulerResourceTest (QuarkusTest),org.opendc.web.ui.runtime,OpenDCUiRecorder,106,0,10,0,26,0,12,0,7,0
